smsid,publicationName,issn,issncut,eissn,scienceMetrixDomain,scienceMetrixField,scienceMetrixSubfield,scienceMatrixSubfieldId
"101052","Behavioral Interventions","1072-0847","10720847","1099-078X","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"104982","Behaviour Change","0813-4839","08134839","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"112573","Behaviour Research and Therapy","0005-7967","00057967","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"101851","Behavioural and cognitive psychotherapy","1352-4658","13524658","1469-1833","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"108194","British Journal of Clinical Psychology","0144-6657","01446657","2044-8260","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"110803","British Journal of Health Psychology","1359-107X","1359107X","2044-8287","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"119372","Clinical Case Studies","1534-6501","15346501","1552-3802","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"113017","Clinical Neuropsychologist","1385-4046","13854046","1744-4144","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"119498","Clinical Psychology","1473-8279","14738279","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"102476","Clinical Psychology and Psychotherapy (An International Journal of Theory & Practice)","1063-3995","10633995","1099-0879","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"125396","Clinical Psychology Forum","0269-0144","02690144","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"100268","Clinical Psychology Review","0272-7358","02727358","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"100185","Clinical Psychology: Science and Practice","0969-5893","09695893","1468-2850","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"120277","Cognitive and Behavioral Practice","1077-7229","10777229","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"108551","Cognitive Behaviour Therapy","1650-6073","16506073","1651-2316","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"115137","Cognitive Therapy and Research","0147-5916","01475916","1573-2819","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"110808","Contemporary Hypnosis","0960-5290","09605290","1557-0711","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"122742","Counselling Psychology Quarterly","0951-5070","09515070","1469-3674","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"113533","Cyber Psychology & Behavior","1094-9313","10949313","1557-8364","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"116888","Death Studies","0748-1187","07481187","1091-7683","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"114823","Eating and weight disorders : EWD","1124-4909","11244909","1590-1262","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"122477","Eating Behaviors","1471-0153","14710153","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"100231","Eating Disorders","1064-0266","10640266","1532-530X","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"113653","European Eating Disorders Review","1072-4133","10724133","1099-0968","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"106693","Group","0362-4021","03624021","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"118568","Group Analysis","0533-3164","05333164","1461-717X","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"113383","International Journal of Clinical & Experimental Hypnosis","0020-7144","00207144","1744-5183","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"139794","International Journal of Cognitive Therapy","1937-1209","19371209","1937-1217","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"109888","International Journal of Eating Disorders","0276-3478","02763478","1098-108X","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"100249","International Journal of Group Psychotherapy","0020-7284","00207284","1943-2836","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"114084","International Journal of Rehabilitation and Health","1068-9591","10689591","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"116231","Journal of Abnormal Psychology","0021-843X","0021843X","1939-1846","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"102937","Journal of Anxiety Disorders","0887-6185","08876185","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"101310","Journal of Applied Behavior Analysis","0021-8855","00218855","1938-3703","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"117058","Journal of Behavior Therapy and Experimental Psychiatry","0005-7916","00057916","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"115577","Journal of Behavioral Medicine","0160-7715","01607715","1573-3521","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"101116","Journal of Clinical Psychology","0021-9762","00219762","1097-4679","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"101547","Journal of Clinical Psychology in Medical Settings","1068-9583","10689583","1573-3572","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"114636","Journal of cognitive psychotherapy","0889-8391","08898391","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"113372","Journal of Constructivist Psychology","1072-0537","10720537","1521-0650","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"109910","Journal of Consulting and Clinical Psychology","0022-006X","0022006X","1939-2117","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"106826","Journal of Contemporary Psychotherapy","0022-0116","00220116","1573-3564","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"112895","Journal of Forensic Neuropsychology","1521-1029","15211029","1540-7136","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"117909","Journal of Loss & Trauma","1532-5024","15325024","1532-5032","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"112899","Journal of Personality Assessment","0022-3891","00223891","1532-7752","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"101753","Journal of Psychopathology and Behavioral Assessment","0882-2689","08822689","1573-3505","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"126690","Journal of Psychotherapy in Independent Practice","1522-9580","15229580","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"107365","Journal of Psychotherapy Integration","1053-0479","10530479","1573-3696","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"123311","Journal of Rational-Emotive & Cognitive-Behavior Therapy","0894-9085","08949085","1573-6563","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"107926","Nordisk psykologi","0029-1463","00291463","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"102980","Professional Psychology: Research and Practice","0735-7028","07357028","1939-1323","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"106558","Psicologia conductual","1132-9483","11329483","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"105348","Psychodynamic Practice","1475-3634","14753634","1475-3626","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"116906","Psychological Assessment","1040-3590","10403590","1939-134X","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"105085","Psychology and Health","0887-0446","08870446","1476-8321","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"112635","Psychology and Psychotherapy: Theory, Research and  Practice","1476-0835","14760835","2044-8341","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"109444","Psychotherapy Research","1050-3307","10503307","1468-4381","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"116208","Psychotherapy: Theory, Research, Practice, Training","0033-3204","00333204","1939-1536","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"117616","Schweizerisches Archiv fur Volkskunde","0036-794X","0036794X","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"127567","Sexual Addiction & Compulsivity","1072-0162","10720162","1532-5318","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"118243","Sexual and Relationship Therapy","1468-1994","14681994","1468-1749","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"129384","Sexuologie","0944-7105","09447105","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"105662","The American journal of clinical hypnosis","0002-9157","00029157","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"120711","The British journal of medical psychology","0007-1129","00071129","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"116354","The Journal of psychotherapy practice and research","1055-050X","1055050X","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"113388","Training and Education in Professional Psychology","1931-3918","19313918","1931-3926","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"111919","Verhaltenstherapie","1016-6262","10166262","1423-0402","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"118208","Zeitschrift für Klinische Psychologie und Psychotherapie","1616-3443","16163443","","Health Sciences","Psychology & Cognitive Sciences","Clinical Psychology","130"
"111027","Adolescence","0001-8449","00018449","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"107268","Advances in child development and behavior","0065-2407","00652407","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"100942","Aggressive Behavior","0096-140X","0096140X","1098-2337","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"111281","American Journal of Orthopsychiatry","0002-9432","00029432","1939-0025","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"110630","ANAE - Approche Neuropsychologique des Apprentissages chez l'Enfant","0999-792X","0999792X","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"104333","Applied Developmental Science","1088-8691","10888691","1532-480X","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"100680","Attachment & Human Development","1461-6734","14616734","1469-2988","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"112098","Autism","1362-3613","13623613","1461-7005","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"105748","Autism Research","1939-3792","19393792","1939-3806","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"101057","British Journal of Developmental Psychology","0261-510X","0261510X","2044-835X","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"131521","Cahiers Critiques de Therapie Familiale et de Pratiques de Reseaux","1372-8202","13728202","1782-1398","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"131522","Cahiers de Psychologie Clinique","1370-074X","1370074X","1782-1401","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"131541","Champ Psychosomatique","1266-5371","12665371","1961-8638","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"112904","Child & Family Behavior Therapy","0731-7107","07317107","1545-228X","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"113535","Child & Youth Care Forum","1053-1890","10531890","1573-3319","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"112829","Child Abuse & Neglect","0145-2134","01452134","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"109185","Child and Adolescent Psychiatric Clinics of North America","1056-4993","10564993","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"121054","Child and Adolescent Psychiatry and Mental Health","","","1753-2000","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"111437","Child and Adolescent Social Work Journal","0738-0151","07380151","1573-2797","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"103953","Child Development","0009-3920","00093920","1467-8624","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"122143","Child Development Perspectives","1750-8592","17508592","1750-8606","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"118746","Child Psychiatry & Human Development","0009-398X","0009398X","1573-3327","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"119468","Child: Care, Health and Development","0305-1862","03051862","1365-2214","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"106196","Children's Health Care","0273-9615","02739615","1532-6888","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"114160","Clinical Child and Family  Psychology Review","1096-4037","10964037","1573-2827","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"100807","Clinical Child Psychology and Psychiatry","1359-1045","13591045","1461-7021","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"112290","Cognitive Development","0885-2014","08852014","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"119473","Development and Psychopathology","0954-5794","09545794","1469-2198","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"120710","Developmental Psychology","0012-1649","00121649","1939-0599","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"120259","Developmental Review","0273-2297","02732297","1090-2406","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"112481","Developmental Science","1363-755X","1363755X","1467-7687","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"131605","Devenir","1015-8154","10158154","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"110854","Early Childhood Research Quarterly","0885-2006","08852006","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"132901","Early Development and Parenting","1057-3593","10573593","1099-0917","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"119663","Early Education & Development","1040-9289","10409289","1556-6935","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"130062","Enfance; psychologie, pedagogie, neuropsychiatrie, sociologie","0013-7545","00137545","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"131640","Enfances et Psy","1286-5559","12865559","1776-2820","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"114951","European Child & Adolescent Psychiatry","1018-8827","10188827","1435-165X","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"108926","Familiendynamik","0342-2747","03422747","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"101907","Human development","0018-716X","0018716X","1423-0054","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"110168","Identity","1528-3488","15283488","1532-706X","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"108081","Infancy","1525-0008","15250008","1532-7078","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"113175","Infant and Child Development","1522-7227","15227227","1522-7219","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"108709","Infant Behavior and Development","0163-6383","01636383","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"108373","Infant Mental Health Journal","0163-9641","01639641","1097-0355","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"102714","Infants and Young Children","0896-3746","08963746","1550-5081","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"104444","Infant-Toddler Intervention","1053-5586","10535586","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"125393","International journal of adolescence and youth","0267-3843","02673843","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"106865","International Journal of Behavioral Development","0165-0254","01650254","1464-0651","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"132378","International Journal of Play Therapy","1555-6824","15556824","1939-0629","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"117916","Irish Journal of Psychology","0303-3910","03033910","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"115037","Journal of Abnormal Child Psychology","0091-0627","00910627","1573-2835","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"107236","Journal of Adolescence","0140-1971","01401971","1095-9254","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"108431","Journal of Adolescent Research","0743-5584","07435584","1552-6895","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"114586","Journal of Applied Developmental Psychology","0193-3973","01933973","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"111386","Journal of Attention Disorders","1087-0547","10870547","1557-1246","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"118928","Journal of Autism and Developmental Disorders","0162-3257","01623257","1573-3432","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"109680","Journal of Child and Adolescent Mental Health","1728-0583","17280583","1728-0591","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"110024","Journal of Child and Adolescent Psychopharmacology","1044-5463","10445463","1557-8992","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"110166","Journal of Clinical Child & Adolescent Psychology","1537-4416","15374416","1537-4424","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"113516","Journal of Cognition and Development","1524-8372","15248372","1532-7647","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"103656","Journal of Community Psychology","0090-4392","00904392","1520-6629","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"107813","Journal of Developmental and Behavioral Pediatrics","0196-206X","0196206X","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"106875","Journal of Early Adolescence","0272-4316","02724316","1552-5449","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"118495","Journal of Early Intervention","1053-8151","10538151","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"115265","Journal of Emotional Abuse","1092-6798","10926798","1540-4714","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"116649","Journal of Pediatric Psychology","0146-8693","01468693","1465-735X","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"100719","Journal of Research on Adolescence","1050-8392","10508392","1532-7795","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"105819","Journal of the American Academy of Child and Adolescent Psychiatry","0890-8567","08908567","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"103181","Journal of the Canadian Academy of Child and Adolescent Psychiatry = Journal de l'Academie canadienne de psychiatrie de l'enfant et de l'adolescent","1719-8429","17198429","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"109471","Journal of Youth and Adolescence","0047-2891","00472891","1573-6601","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"114860","Kindheit und Entwicklung","0942-5403","09425403","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"102913","La Psychiatrie de l'enfant","0079-726X","0079726X","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"106967","Merrill-Palmer quarterly (Wayne State University. Press)","0272-930X","0272930X","1535-0266","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"132624","Minnesota Symposia on Child Psychology","0076-9266","00769266","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"112784","Monographs of the Society for Research in Child Development","0037-976X","0037976X","1540-5834","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"120151","Neuropsychiatrie de l'Enfance et de l'Adolescence","0222-9617","02229617","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"113287","New Ideas in Psychology","0732-118X","0732118X","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"116980","Parenting","1529-5192","15295192","1532-7922","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"122385","Pratiques Psychologiques","1269-1763","12691763","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"118312","Praxis der Kinderpsychologie und Kinderpsychiatrie","0032-7034","00327034","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"118982","Psychologie in Erziehung und Unterricht","0342-183X","0342183X","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"115755","Social Development","0961-205X","0961205X","1467-9507","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"113087","Social Work in Mental Health","1533-2985","15332985","1533-2993","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"102954","The Future of children / Center for the Future of Children, the David and Lucile Packard Foundation","1054-8289","10548289","1550-1558","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"120119","The Journal of Child Psychology and Psychiatry and  Allied Disciplines","0021-9630","00219630","1469-7610","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"104978","The Journal of genetic psychology","0022-1325","00221325","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"132310","Therapie Familiale","0250-4952","02504952","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"118387","Topics in Early Childhood Special Education","0271-1214","02711214","1538-4845","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"101802","Zeitschrift fur Entwicklungspsychologie und Padagogische Psychologie","0049-8637","00498637","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"109264","Zeitschrift fur Kinder- und Jugendpsychiatrie und Psychotherapie","1422-4917","14224917","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"111200","Zeitschrift fur klinische Psychologie, Psychiatrie und Psychotherapie / im Auftrag der Gorres-Gesellschaft","1431-8172","14318172","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"101046","Zeitschrift für Psychiatrie, Psychologie und Psychotherapie","1661-4747","16614747","","Health Sciences","Psychology & Cognitive Sciences","Developmental & Child Psychology","131"
"126336","ACM Transactions on Applied Perception","1544-3558","15443558","1544-3965","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"111422","Acta Psychologica","0001-6918","00016918","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"110872","Aging, Neuropsychology, and Cognition","1382-5585","13825585","1744-4128","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"114201","Applied Cognitive Psychology","0888-4080","08884080","1099-0720","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"108236","Applied Psychophysiology and Biofeedback","1090-0586","10900586","1573-3270","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"104622","Attention and Performance","1047-0387","10470387","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"125099","Attention, Perception, & Psychophysics","1943-3921","19433921","1943-393X","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"125031","Axiomathes","1122-1151","11221151","1572-8390","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"109299","Behavior Research Methods","1554-351X","1554351X","1554-3528","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"112859","Behavior research methods, instruments, & computers : a journal of the Psychonomic Society, Inc","0743-3808","07433808","1532-5970","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"127489","Behavioral and Brain Functions","","","1744-9081","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"110770","Behavioral and Brain Sciences","0140-525X","0140525X","1469-1825","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"111106","Behavioural neurology","0953-4180","09534180","1875-8584","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"118900","Bilingualism: Language and Cognition","1366-7289","13667289","1469-1841","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"108519","Biological Psychology","0301-0511","03010511","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"114806","Brain and Cognition","0278-2626","02782626","1090-2147","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"114016","Brain and Language","0093-934X","0093934X","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"106382","Brain and Mind","1389-1987","13891987","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"125344","Brain Imaging and Behavior","1931-7557","19317557","1931-7565","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"100791","Brain Topography","0896-0267","08960267","1573-6792","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"107208","British Journal of Psychology","0007-1269","00071269","2044-8325","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"106668","Cahiers de Psychologie Cognitive","0249-9185","02499185","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"103053","Canadian Journal of Experimental Psychology","1196-1961","11961961","1878-7290","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"119020","Cerebral Cortex","1047-3211","10473211","1460-2199","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"119157","Cognition","0010-0277","00100277","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"103896","Cognitive Brain Research","0926-6410","09266410","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"128997","Cognitive Neurodynamics","1871-4080","18714080","1871-4099","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"118619","Cognitive Neuropsychology","0264-3294","02643294","1464-0627","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"107905","Cognitive Processing","1612-4782","16124782","1612-4790","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"108454","Cognitive Psychology","0010-0285","00100285","1095-5623","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"118586","Cognitive Science - A Multidisciplinary Journal","0364-0213","03640213","1551-6709","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"111618","Cognitive Systems Research","1389-0417","13890417","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"103962","Cognitive, Affective, & Behaviorial Neuroscience","1530-7026","15307026","1531-135X","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"114398","Consciousness and Cognition","1053-8100","10538100","1090-2376","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"108830","Cortex","0010-9452","00109452","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"106872","Current Directions in Psychological Science","0963-7214","09637214","1467-8721","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"106568","Developmental Neuropsychology","8756-5641","87565641","1532-6942","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"108006","Discourse Processes","0163-853X","0163853X","1532-6950","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"114510","Dreaming","1053-0797","10530797","1573-3351","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"119686","Dyslexia","1076-9242","10769242","1099-0909","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"109698","Ecological Psychology","1040-7413","10407413","1532-6969","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"114029","Electroencephalography and Clinical Neurophysiology/Electromyography and Motor Control","0924-980X","0924980X","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
"103160","Electroencephalography and Clinical Neurophysiology/Evoked Potentials Section","0168-5597","01685597","","Health Sciences","Psychology & Cognitive Sciences","Experimental Psychology","132"
